FIRETYPE,SEASON,FIRE_NO,NAME,START_DATE,STRTDATIT,TREAT_TYPE,FIREKEY,DSE_ID,CFA_ID,AREA_HA,latitude,longitude,WStation,Year,Month,Day
BUSHFIRE,2022,53,GOULBURN 54 - MUCKATAH - CASSIDY RD,12/14/2021,20211214,FIRE,W20223753,985739,1884048,73.3978,-36.02102195,145.7266405,YARRAWONGA,2021,12,14
BUSHFIRE,2022,52,GOULBURN 52 - MOORILIM - DOUGLAS RD AND BROWNS RD,12/14/2021,20211214,FIRE,W20223752,985725,0,19.5729,-36.64019073,145.2786333,SHEPPARTON AIRPORT,2021,12,14
BUSHFIRE,2022,54,GOULBURN 54 - KATAMATITE - INVERGORDON CONTROL,12/18/2021,20211218,FIRE,W20223754,985808,1884609,12.7261,-36.13172743,145.6578312,YARRAWONGA,2021,12,18
BUSHFIRE,2022,58,GOULBURN 58 - EUROA - FORLONGE MEMORIAL RD,12/20/2021,20211220,FIRE,W20223758,985875,0,1.1335,-36.82513353,145.6296249,STRATHBOGIE,2021,12,20
BUSHFIRE,2022,60,GOULBURN 60 - LURG - BOSTOCK RD,3/15/2022,20220315,FIRE,W20223760,985928,1885174,1.9173,-36.6097212,146.1548122,BENALLA AIRPORT,2022,3,15
BUSHFIRE,2022,60,MURRINDINDI 60 - BIG RIVER STATE FOREST - DRAY TRA,1/10/2022,20220110,FIRE,W20223860,986609,0,1.2853,-37.44081381,146.072421,MOUNT BULLER,2022,1,10
BUSHFIRE,2022,65,GOULBURN 65 - KOTUPNA - RATHBONES ROAD LOWER GOULB,3/15/2022,20220315,FIRE,W20223765,986029,0,8.4155,-36.17202654,145.2362218,SHEPPARTON AIRPORT,2022,3,15
BUSHFIRE,2022,78,MURRINDINDI 78 - BOONIE DOON _WOOLSHED LANE - 304,1/30/2022,20220130,FIRE,W20223878,987393,1891474,5.713,-37.05279121,145.7899928,STRATHBOGIE,2022,1,30
BUSHFIRE,2023,12,UPPER MURRAY 12 - SANDY CREEK - ONEILL`S LANE,3/10/2023,20230310,FIRE,W202334012,,994036,1.8523,-36.35190905,147.1310604,ALBURY AIRPORT AWS,2023,3,10
BUSHFIRE,2023,15,UPPER MURRAY 15 - SANDY CREEK - WILLIAMS TRACK,4/5/2023,20230405,FIRE,W202334015,,994544,9.5627,-36.34069154,147.1195838,ALBURY AIRPORT AWS,2023,4,5
BUSHFIRE,2023,28,MURRAY GOLDFIELDS 28 - MURCHISON - ANGLE RD,1/9/2023,20230109,FIRE,W202321028,990577,0,5.3604,-36.59285536,145.1765363,SHEPPARTON AIRPORT,2023,1,9
BUSHFIRE,2023,MU 38,MURRINDINDI 38 - AVENEL - TARCOMBE ROAD,2/8/2023,20230208,FIRE,"W202338038
W202338038",991382,0,4.3323,-36.94946572,145.3278197,STRATHBOGIE,2023,2,8
BUSHFIRE,2023,OV 26,OVENS 26 NUG NUG MENZ RD MOORES PADDOCK,1/15/2023,20230115,FIRE,W202334026,990762,,0.3482,-36.66963414,146.7015948,EDI UPPER,2023,1,15
BUSHFIRE,2023,OV 32,OVENS 32 GUNDOWRING - JAMIESON LANE,3/29/2023,20230329,FIRE,W202334032,989269,0,2.5033,-36.31556167,147.0844159,ALBURY AIRPORT AWS,2023,3,29
BUSHFIRE,2023,68,MURRAY GOLDFIELDS 68 - WARANGA SHORES - SLAUGHTERH,2/9/2023,20230209,FIRE,W202321068,0,1934341,10.8554,-36.56805564,145.0411134,SHEPPARTON AIRPORT,2023,2,9
BUSHFIRE,2023,74,"MURRAY GOLDFIELDS 74 - KIRWANS BRIDGE - SNIPEY RD, KIRWANS BRIDGE",2/13/2023,20230213,FIRE,W202321074,0,1934853,9.4919,-36.69260813,145.1364636,SHEPPARTON AIRPORT,2023,2,13
BUSHFIRE,2023,GOULBURN 52,GOULBURN 52 COLLIER RD BALMATTUM,2/2/2023,20230202,FIRE,W202337052,991279,0,8.3572,-36.72850341,145.6214705,STRATHBOGIE,2023,2,2
BUSHFIRE,2023,GOULBURN 75,GOULBURN 75 UPG STATE FOREST,3/5/2023,20230305,FIRE,W202337075,993990,0,0.9815,-37.25125288,146.2490873,MOUNT BULLER,2023,3,5
BUSHFIRE,2023,GOUULBURN 41,GOULBURN 41 KELVIN VIEW ROAD,1/22/2023,20230122,FIRE,W202337041,990958,0,5.0917,-36.85325682,145.6440863,STRATHBOGIE,2023,1,22
BUSHFIRE,2023,MACALISTER 17,MACALISTER 17 - 1KM EAST OF HOWITT ROAD  - HOLMES PLAINS,1/17/2023,20230117,FIRE,W202344017,990817,,0.0001,-37.35973668,146.7942867,MOUNT BULLER,2023,1,17
BUSHFIRE,2023,MACALISTER 17,MACALISTER 17 - 1KM EAST OF HOWITT ROAD  - HOLMES PLAINS,1/17/2023,20230117,FIRE,W202344017,990817,,0.0004,-37.35970251,146.7934592,MOUNT BULLER,2023,1,17
BUSHFIRE,2023,MACALISTER 17,MACALISTER 17 - 1KM EAST OF HOWITT ROAD  - HOLMES PLAINS,1/17/2023,20230117,FIRE,W202344017,990817,,0.0001,-37.35967001,146.7934434,MOUNT BULLER,2023,1,17
BUSHFIRE,2023,MACALISTER 17,MACALISTER 17 - 1KM EAST OF HOWITT ROAD  - HOLMES PLAINS,1/17/2023,20230117,FIRE,W202344017,990817,,0.0005,-37.35963668,146.7949767,MOUNT BULLER,2023,1,17
BUSHFIRE,2023,MACALISTER 17,MACALISTER 17 - 1KM EAST OF HOWITT ROAD  - HOLMES PLAINS,1/17/2023,20230117,FIRE,W202344017,990817,,0.0001,-37.35941001,146.7947834,MOUNT BULLER,2023,1,17
BUSHFIRE,2023,MACALISTER 17,MACALISTER 17 - 1KM EAST OF HOWITT ROAD  - HOLMES PLAINS,1/17/2023,20230117,FIRE,W202344017,990817,,0.0005,-37.35916001,146.7917234,MOUNT BULLER,2023,1,17
BUSHFIRE,2023,MACALISTER 17,MACALISTER 17 - 1KM EAST OF HOWITT ROAD  - HOLMES PLAINS,1/17/2023,20230117,FIRE,W202344017,990817,,0.0001,-37.35861668,146.7965034,MOUNT BULLER,2023,1,17
BUSHFIRE,2023,MACALISTER 17,MACALISTER 17 - 1KM EAST OF HOWITT ROAD  - HOLMES PLAINS,1/17/2023,20230117,FIRE,W202344017,990817,,4.4703,-37.35897521,146.7939161,MOUNT BULLER,2023,1,17
BUSHFIRE,2023,MU 44,MURRINDINDI 44 LAKE EILDON NP BALD HILL,2/18/2023,20230218,FIRE,W202338044,992627,0,1.7811,-37.29356706,146.0849315,MOUNT BULLER,2023,2,18
BUSHFIRE,2023,MU 49,MURRINDINDI 49 - MAINTONGOON - CLARRIES TRK,3/1/2023,20230301,FIRE,W202338049,992930,0,157.0164,-37.11561932,145.7949143,STRATHBOGIE,2023,3,1
BUSHFIRE,2023,MUI 34,MURRINDINDI 34 GOBUR KANUMBRA RD,2/5/2023,20230205,FIRE,W202338034,991304,1933866,20.294,-36.99770968,145.6115967,STRATHBOGIE,2023,2,5
BUSHFIRE,2023,UM 4,UPPER MURRAY 4  THOLOGOLONG KURRAJONGS CAMP,1/12/2023,20230112,FIRE,W202336004,990681,0,2.2433,-35.9569341,147.4202855,HUNTERS HILL,2023,1,12
BUSHFIRE,2023,UM 5,UPPER MURRAY 5 DARTMOUTH ITALIAN POINT,1/19/2023,20230119,FIRE,W202336005,990795,0,2.7042,-36.72077122,147.6408134,DARTMOUTH RESERVOIR,2023,1,19
